COD_CLASSE;JUST_ES_1GRAU;JUST_ES_2GRAU;JUST_ES_JUIZADO_ES;JUST_ES_TURMAS;JUST_ES_1GRAU_MIL;JUST_ES_2GRAU_MIL;JUST_ES_JUIZADO_ES_FP;JUST_TU_ES_UN;JUST_FED_1GRAU;JUST_FED_2GRAU;JUST_FED_JUIZADO_ES;JUST_FED_TURMAS;JUST_FED_NACIONAL;JUST_FED_REGIONAL;JUST_TRAB_1GRAU;JUST_TRAB_2GRAU;JUST_TRAB_TST;JUST_TRAB_CSJT;STF;STJ;CJF;CNJ;JUST_MIL_UNIAO_1GRAU;JUST_MIL_UNIAO_STM;JUST_MIL_EST_1GRAU;JUST_MIL_EST_TJM;JUST_ELEI_1GRAU;JUST_ELEI_2GRAU;JUST_ELEI_TSE
327;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
328;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
329;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
330;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
331;S;S;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;S;S;S
332;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
333;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
334;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
335;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
34;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
35;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
355;S;S;S;S;S;S;N;N;S;S;S;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S;S
37;S;S;S;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;N;N;N;N;N;N;S;S;S;S;S
375;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
38;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N
385;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
386;S;S;S;N;S;S;N;N;S;S;S;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
39;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
40;S;N;N;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
406;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
407;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
408;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
409;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
41;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
410;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
411;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
412;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
413;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S;S
416;N;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
417;N;S;N;S;N;S;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S
418;N;S;N;S;S;S;N;N;S;S;N;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S
419;N;S;N;S;N;N;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
420;S;S;S;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S
421;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S
422;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
424;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
425;N;N;N;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
426;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S
427;N;S;N;S;N;S;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S
428;N;S;N;S;N;S;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;S;N;S;N;S;S
432;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S
433;N;S;N;N;N;S;N;N;N;S;N;N;S;S;N;N;N;N;N;S;S;N;N;N;N;S;N;N;N
436;N;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
44;S;N;N;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
45;S;N;N;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
457;N;N;N;N;N;N;N;S;N;N;N;S;S;S;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N
46;S;S;S;S;S;S;N;N;S;S;S;S;N;S;S;S;S;N;N;S;S;S;N;N;S;S;N;N;N
460;N;N;N;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
47;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;S;N;S;S
48;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
49;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
5;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
50;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
51;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
52;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N
53;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
54;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
547;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
55;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
56;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
57;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
58;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
59;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
60;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
61;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
62;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
63;S;N;N;N;N;N;N;N;S;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
64;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N
65;S;S;N;N;N;N;N;N;S;S;N;N;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N
66;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N
69;S;N;N;N;N;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
7;S;S;N;N;S;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N
72;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
74;S;N;S;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
76;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
77;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
79;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
80;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
81;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
82;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
83;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
84;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
85;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
86;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
87;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
88;N;S;N;N;S;S;N;N;N;S;N;N;N;N;N;S;S;N;N;N;S;N;S;N;S;S;N;N;N
89;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
90;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
91;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
92;S;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
93;S;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
94;S;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
95;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
96;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
97;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
976;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N
98;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
980;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;N
985;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N
986;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
987;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N
988;N;S;N;N;N;N;N;N;N;S;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N
99;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
990;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
991;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
992;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
993;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
994;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
1729;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;S;N;N;N;S;N;S;S;S;S
173;S;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
1730;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
1731;N;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;S;S;S
1733;S;S;S;N;S;S;N;N;S;S;S;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S;S
175;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
176;S;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
177;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
178;S;S;N;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;N;N;N;N;N;N;S;S;N;N;N
179;S;S;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
180;S;S;N;N;N;N;N;N;S;S;N;N;N;N;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N
181;S;S;N;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;N;N;N;N;N;N;S;S;N;N;N
182;S;S;N;N;N;N;N;N;S;N;N;N;N;N;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N
183;S;S;N;S;S;S;N;N;S;S;N;N;N;N;S;S;S;N;N;N;N;N;N;N;S;S;S;S;S
186;S;S;N;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;N;N;N;N;N;N;S;S;N;N;N
188;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
190;S;S;S;N;S;S;N;N;S;N;S;N;N;N;S;S;S;N;N;N;N;N;N;N;S;S;N;N;N
191;S;S;N;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;N;N;N;N;N;N;S;S;N;N;N
192;S;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
193;S;S;N;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;N;N;N;N;N;N;S;S;S;S;S
194;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
195;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
196;S;S;N;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;N;N;N;N;N;N;S;S;N;N;N
197;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
198;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N
199;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N
2;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N
200;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
202;N;S;N;S;N;S;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S
203;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
204;N;S;N;S;N;S;N;N;N;S;N;S;N;S;N;S;S;N;N;N;N;N;N;N;N;S;N;N;N
206;N;S;N;N;N;S;N;N;N;S;N;S;S;S;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N
207;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
208;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N
210;S;N;N;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
211;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
212;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N
213;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
214;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N
215;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;N;S;S;N;N;S;S;S;S;S;S;S
216;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N
218;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N
22;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N
221;N;S;N;S;N;S;N;N;N;S;N;S;N;N;N;S;S;N;N;N;N;N;N;N;N;S;S;S;S
224;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
228;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S
229;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N
230;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N
231;S;S;N;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;N;S;N;N;N;N;S;S;N;N;N
232;S;S;N;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;N;S;N;N;N;N;S;S;N;N;N
233;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;S;S;N;N;S;N;N;N;N;N;S;N;N;N
234;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
236;S;S;N;N;N;N;N;N;S;S;N;N;N;N;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N
237;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N
238;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;S;N;N;N
239;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
240;S;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N
241;S;S;S;S;S;S;S;N;S;S;S;S;N;S;S;S;S;N;N;N;N;N;N;N;S;S;S;S;S
242;N;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
244;N;S;N;S;N;S;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S
251;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
256;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;S;S;N;S;S;N;S;N;S;N;S;N;S;S
257;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
258;S;S;S;S;S;S;S;N;S;S;N;N;N;N;S;S;N;N;N;N;N;N;N;N;S;S;S;S;N
26;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N
261;S;S;S;S;S;S;S;N;S;S;S;N;N;N;S;S;N;N;N;N;N;N;N;N;S;S;S;S;N
264;N;N;N;N;S;S;N;N;S;N;N;N;N;N;S;S;S;N;N;N;N;N;N;N;S;S;S;S;S
268;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
269;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
27;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N
270;S;S;S;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
271;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
272;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
273;S;S;S;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
274;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
275;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
276;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
277;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
278;S;S;S;N;S;S;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S
279;S;S;S;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
28;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
280;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
281;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
282;S;S;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;S;S;S
283;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
284;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
285;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
287;S;S;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
288;S;S;S;N;N;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
289;S;S;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
29;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
290;S;S;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
291;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
292;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S